locality_name,city,zone,metro_status,nearest_metro_station,tech_park_proximity,nearest_tech_park,tech_park_km_approx,nearest_metro_line,nearest_metro_km,metro_access_sample,metro_access_verified,metro_flag_agrees,nearest_metro_station_today,nearest_metro_km_today,tech_park_band,it_park_count_5km,nearest_rail_station,rail_station_km,airport_km,school_count_2km,hospital_count_2km,retail_count_2km,latitude,longitude,distance_to_cbd_km,geo_district,geo_state,n_listings_2022,first_posted_on,last_posted_on,geocode_confidence,geocode_match_name,geocode_feature_type,geocode_query,reference_year,metro_status_asof
Hosur Road,Bangalore,south,operational,Mahatma Gandhi Road,yes,IBC Knowledge Park,2.71,purple,2.07,yes,yes,True,Mahatma Gandhi Road,2.07,0-3km,94,Bangalore Cantonment,4.17,28.88,125,72,38,12.9569412,77.6058238,4.34,Shanthinagar,Karnataka,1,2022-05-14,2022-05-14,low,Hosur Road,highway/primary,Hosur Road,2022,2022-04-13
Hoysala Nagar,Bangalore,east,operational,Halasuru,yes,Embassy Golf Links,3.78,purple,0.42,yes,yes,True,Halasuru,0.42,3-6km,82,Bengaluru East,2.53,25.64,70,90,26,12.9802093,77.6273767,6.09,Hoysala Nagara Central,Karnataka,1,2022-06-16,2022-06-16,high,Hoysala Nagar,place/neighbourhood,Hoysala Nagar,2022,2022-04-13
HRBR Layout Block 1,Bangalore,north,none,Swami Vivekananda Road,yes,Manyata Tech Park,2.34,purple,4.45,no,no,True,Swami Vivekananda Road,4.45,0-3km,24,Banaswadi,1.68,21.61,39,48,15,13.0204703,77.6241642,7.52,HRBR Layout,Karnataka,1,2022-06-03,2022-06-03,high,HRBR Layout 1st Block,place/quarter,HRBR Layout Block 1,2022,2022-04-13
"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,2.94,purple,3.72,no,no,True,Baiyappanahalli,3.72,0-3km,27,Banaswadi,2.24,20.77,56,80,28,13.0221416,77.6403368,9.03,Kalyanagar,Karnataka,3,2022-06-10,2022-06-20,high,Kalyan Nagar,place/suburb,Kalyan Nagar,2022,2022-04-13
"Hrbr Layout, Kalyan Nagar, Outer Ring Road",Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,2.94,purple,3.72,no,no,True,Baiyappanahalli,3.72,0-3km,27,Banaswadi,2.24,20.77,56,80,28,13.0221416,77.6403368,9.03,Kalyanagar,Karnataka,1,2022-06-12,2022-06-12,high,Kalyan Nagar,place/suburb,Kalyan Nagar,2022,2022-04-13
Hsr Layout,Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,Embassy Golf Links,4.29,green,6.45,yes,no,False,Hongasandra,1.33,3-6km,65,Carmelaram,7.27,32.62,67,59,33,12.9116225,77.6388622,10.29,,Karnataka,3,2022-05-12,2022-07-06,high,HSR Layout,place/suburb,Hsr Layout,2022,2022-04-13
"Hsr Layout Sector 2, HSR Layout",Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,Embassy Golf Links,4.29,green,6.45,yes,no,False,Hongasandra,1.33,3-6km,65,Carmelaram,7.27,32.62,67,59,33,12.9116225,77.6388622,10.29,,Karnataka,1,2022-07-09,2022-07-09,high,HSR Layout,place/suburb,HSR Layout,2022,2022-04-13
"Hsr Layout Sector 3, HSR Layout",Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,Embassy Golf Links,4.29,green,6.45,yes,no,False,Hongasandra,1.33,3-6km,65,Carmelaram,7.27,32.62,67,59,33,12.9116225,77.6388622,10.29,,Karnataka,1,2022-07-08,2022-07-08,high,HSR Layout,place/suburb,HSR Layout,2022,2022-04-13
"Hsr Layout Sector 6, HSR Layout",Bangalore,south,under_construction,Rashtreeya Vidyalaya Road,yes,Embassy Golf Links,4.29,green,6.45,yes,no,False,Hongasandra,1.33,3-6km,65,Carmelaram,7.27,32.62,67,59,33,12.9116225,77.6388622,10.29,,Karnataka,1,2022-05-27,2022-05-27,high,HSR Layout,place/suburb,HSR Layout,2022,2022-04-13
Hulimavu,Bangalore,south,none,Yelachenahalli,no,IBC Knowledge Park,6.17,green,4.11,no,no,True,Yelachenahalli,4.11,6km+,16,Krishnadevaraya Halt,11.31,37.33,46,19,24,12.8773486,77.6028031,11.56,Hulimavu,Karnataka,5,2022-04-29,2022-07-07,high,Hulimavu,place/quarter,Hulimavu,2022,2022-04-13
Hutchins Road,Bangalore,north,none,Halasuru,yes,RMZ Infinity Old Madras Road,4.32,purple,2.81,no,no,True,Halasuru,2.81,3-6km,62,Bengaluru East,0.33,23.68,38,46,25,13.0012694,77.6214282,6.08,Maruthi Seva Nagara,Karnataka,1,2022-05-12,2022-05-12,low,Hutchins Main Road,highway/tertiary,Hutchins Road,2022,2022-04-13
"Ilyas Nagar, Kumaraswamy Layout",Bangalore,south,operational,Jaya Prakash Nagar,yes,IBC Knowledge Park,5.47,green,1.48,yes,yes,True,Jaya Prakash Nagar,1.48,3-6km,24,Nayandahalli,5.66,36.03,39,50,16,12.9067683,77.5595021,7.88,Gowdanapalya,Karnataka,1,2022-06-30,2022-06-30,high,Kumaraswamy Layout,place/quarter,Kumaraswamy Layout,2022,2022-04-13
"Immadihalli, Whitefield",Bangalore,east,under_construction,Baiyappanahalli,yes,ITPL Whitefield,2.11,purple,10.81,yes,no,False,Kadugodi Tree Park,1.81,0-3km,34,Whitefield,3.23,25.78,25,22,15,12.9696365,77.7497448,19.35,,Karnataka,1,2022-06-16,2022-06-16,high,Whitefield,place/suburb,Whitefield,2022,2022-04-13
in Bannerghatta Road,Bangalore,south,none,Mahatma Gandhi Road,yes,IBC Knowledge Park,2.23,purple,2.55,no,no,True,Mahatma Gandhi Road,2.55,0-3km,101,Bangalore Cantonment,4.63,29.36,125,82,29,12.952641,77.6050629,4.53,Vinayakanagar,Karnataka,1,2022-06-17,2022-06-17,low,Bannerghatta Road,highway/secondary,in Bannerghatta Road,2022,2022-04-13
Indira Nagar,Bangalore,east,operational,Indiranagar,yes,Bagmane Tech Park,2.54,purple,0.59,yes,yes,True,Indiranagar,0.59,0-3km,81,Baiyyappanahalli Junction,2.34,25.94,88,124,40,12.9732913,77.6404672,7.5,,Karnataka,5,2022-05-14,2022-07-08,high,Indiranagar,place/suburb,Indira Nagar,2022,2022-04-13
indiranagar near bda complex,Bangalore,east,operational,Indiranagar,yes,Bagmane Tech Park,2.94,purple,0.46,yes,yes,True,Indiranagar,0.46,0-3km,78,Baiyyappanahalli Junction,1.95,25.15,65,108,29,12.9818604,77.6364403,7.08,Hoysala Nagara Central,Karnataka,1,2022-06-20,2022-06-20,low,Indiranagar BDA Complex,landuse/construction,indiranagar near bda complex,2022,2022-04-13
"Isro Layout, Kumaraswamy Layout",Bangalore,south,operational,Jaya Prakash Nagar,yes,IBC Knowledge Park,5.47,green,1.48,yes,yes,True,Jaya Prakash Nagar,1.48,3-6km,24,Nayandahalli,5.66,36.03,39,50,16,12.9067683,77.5595021,7.88,Gowdanapalya,Karnataka,1,2022-06-30,2022-06-30,high,Kumaraswamy Layout,place/quarter,Kumaraswamy Layout,2022,2022-04-13
"Itc Colony, Maruthi Sevanagar",Bangalore,east,operational,Swami Vivekananda Road,yes,RMZ Infinity Old Madras Road,3.33,purple,2.1,yes,yes,True,Swami Vivekananda Road,2.1,3-6km,70,Banaswadi,0.88,23.66,32,39,22,12.9981729,77.6301239,6.81,Jeevanahalli,Karnataka,1,2022-05-27,2022-05-27,high,ITC Colony,place/neighbourhood,Itc Colony,2022,2022-04-13
ITI Layout,Bangalore,north,none,Cubbon Park,yes,Karle Town Centre,4.44,purple,2.77,no,no,True,Cubbon Park,2.77,3-6km,52,Bangalore Cantonment,1.44,24.08,43,50,21,13.004908,77.6046672,4.79,S.K Garden,Karnataka,1,2022-07-07,2022-07-07,high,ITI Layout,place/neighbourhood,ITI Layout,2022,2022-04-13
"Itpl, Whitefield",Bangalore,east,under_construction,Baiyappanahalli,yes,ITPL Whitefield,2.11,purple,10.81,yes,no,False,Kadugodi Tree Park,1.81,0-3km,34,Whitefield,3.23,25.78,25,22,15,12.9696365,77.7497448,19.35,,Karnataka,1,2022-05-27,2022-05-27,high,Whitefield,place/suburb,Whitefield,2022,2022-04-13
"Ittamadu, Banashankari, Outer Ring Road",Bangalore,west,operational,Banashankari,yes,IBC Knowledge Park,4.98,green,2.31,yes,yes,True,Banashankari,2.31,3-6km,26,Krishnadevaraya Halt,3.84,34.09,40,110,16,12.9278196,77.556621,5.66,Kathriguppe,Karnataka,1,2022-05-05,2022-05-05,high,Banashankari,place/suburb,Banashankari,2022,2022-04-13
J P Nagar,Bangalore,south,operational,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,2.48,green,2.25,yes,yes,True,Jayadeva Hospital,0.68,0-3km,55,Krantivira Sangolli Rayanna (Bengaluru),8.08,33.97,81,104,43,12.9109539,77.5978198,7.86,,Karnataka,8,2022-05-10,2022-07-08,medium,J.P Nagar,boundary/administrative,J P Nagar,2022,2022-04-13
"Jagadish Nagar, Kaggadasapura",Bangalore,east,under_construction,Baiyappanahalli,yes,Bagmane Tech Park,1.68,purple,2.99,yes,no,False,Benniganahalli,1.94,0-3km,73,Krishnarajapuram,2.09,24.16,30,60,20,12.9819618,77.6784643,11.63,Kaggadasapura,Karnataka,1,2022-05-20,2022-05-20,high,Kaggadasapura,place/quarter,Kaggadasapura,2022,2022-04-13
Jakkur,Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,3.91,green,8.71,no,no,True,Yeshwantpur,8.71,3-6km,22,Yelahanka Junction,3.37,17.06,17,9,8,13.0784743,77.6068938,11.96,,Karnataka,2,2022-04-29,2022-07-06,high,Jakkur,place/suburb,Jakkur,2022,2022-04-13
"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,north,none,Yeshwantpur,yes,Karle Town Centre,4.7,green,8.48,no,no,True,Yeshwantpur,8.48,3-6km,12,Yelahanka Junction,2.49,17.28,23,31,15,13.0834599,77.5980019,12.22,Byatarayanapura,Karnataka,2,2022-05-16,2022-06-18,high,Jakkur Plantation,place/neighbourhood,Jakkur Plantation,2022,2022-04-13
Jalahalli East,Bangalore,north,none,Peenya,yes,Peenya Industrial Area,3.94,green,3.02,no,no,True,Peenya,3.02,3-6km,2,Lottegollahalli,2.22,23.28,30,12,5,13.0563751,77.5474998,9.23,Kuvempunagara,Karnataka,1,2022-06-21,2022-06-21,low,Allen Career Institute Jalahalli East,office/educational_institution,Jalahalli East,2022,2022-04-13
"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,north,operational,Goraguntepalya,yes,Peenya Industrial Area,3.49,green,2.17,yes,yes,True,Goraguntepalya,2.17,3-6km,4,Lottegollahalli,1.63,23.97,28,10,10,13.0464531,77.5483803,8.14,Bengaluru,Karnataka,5,2022-05-05,2022-07-07,high,Jalahalli,place/suburb,Jalahalli,2022,2022-04-13
JAR Shikara,Bangalore,north,none,Baiyappanahalli,yes,Karle Town Centre,3.33,purple,9.49,no,no,True,Baiyappanahalli,9.49,3-6km,20,Yelahanka Junction,5.13,16.54,25,6,5,13.0717866,77.6247704,12.06,Jakkur,Karnataka,1,2022-06-08,2022-06-08,high,Dr. Shivaram Karanth Nagar,place/quarter,JAR Shikara,2022,2022-04-13
"Jaya Nagar Block 1, Jayanagar",Bangalore,south,operational,Jayanagar,yes,IBC Knowledge Park,2.19,green,0.25,yes,yes,True,Jayanagar,0.25,0-3km,49,Krantivira Sangolli Rayanna (Bengaluru),5.61,32.71,84,140,25,12.9292731,77.5824229,5.41,Tilak Nagara,Karnataka,1,2022-06-30,2022-06-30,high,Jayanagar,place/suburb,Jayanagar,2022,2022-04-13
Jaya Nagar Block 3,Bangalore,south,operational,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,2.35,green,0.38,yes,yes,True,Rashtreeya Vidyalaya Road,0.38,0-3km,49,Krishnadevaraya Halt,6.29,33.41,87,134,33,12.9218801,77.5837308,6.24,Pattabhirama Nagara,Karnataka,1,2022-06-04,2022-06-04,medium,Jayanagara 38th Cross,highway/bus_stop,Jaya Nagar Block 3,2022,2022-04-13
"Jaya Nagar Block 5, Jayanagar",Bangalore,south,operational,Jayanagar,yes,IBC Knowledge Park,2.19,green,0.25,yes,yes,True,Jayanagar,0.25,0-3km,49,Krantivira Sangolli Rayanna (Bengaluru),5.61,32.71,84,140,25,12.9292731,77.5824229,5.41,Tilak Nagara,Karnataka,1,2022-05-23,2022-05-23,high,Jayanagar,place/suburb,Jayanagar,2022,2022-04-13
"Jaya Nagar Block 7, Jayanagar",Bangalore,south,operational,Jayanagar,yes,IBC Knowledge Park,2.19,green,0.25,yes,yes,True,Jayanagar,0.25,0-3km,49,Krantivira Sangolli Rayanna (Bengaluru),5.61,32.71,84,140,25,12.9292731,77.5824229,5.41,Tilak Nagara,Karnataka,1,2022-06-23,2022-06-23,high,Jayanagar,place/suburb,Jayanagar,2022,2022-04-13
"Jaya Nagar Block 8, Jayanagar",Bangalore,south,operational,Jayanagar,yes,IBC Knowledge Park,2.19,green,0.25,yes,yes,True,Jayanagar,0.25,0-3km,49,Krantivira Sangolli Rayanna (Bengaluru),5.61,32.71,84,140,25,12.9292731,77.5824229,5.41,Tilak Nagara,Karnataka,1,2022-05-12,2022-05-12,high,Jayanagar,place/suburb,Jayanagar,2022,2022-04-13
Jayanagar,Bangalore,south,operational,Jayanagar,yes,IBC Knowledge Park,2.19,green,0.25,yes,yes,True,Jayanagar,0.25,0-3km,49,Krantivira Sangolli Rayanna (Bengaluru),5.61,32.71,84,140,25,12.9292731,77.5824229,5.41,Tilak Nagara,Karnataka,2,2022-05-11,2022-06-04,high,Jayanagar,place/suburb,Jayanagar,2022,2022-04-13
"Jayanti Nagar, Hormavu",Bangalore,east,none,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,3.71,purple,4.15,no,no,True,Benniganahalli,3.55,3-6km,17,Channasandra,1.74,19.58,35,57,21,13.0273312,77.6601508,11.15,,Karnataka,1,2022-04-29,2022-04-29,high,Horamavu,place/suburb,Hormavu,2022,2022-04-13
"Jeevan Bima Nagar, Airport Road",Bangalore,east,operational,Indiranagar,yes,Bagmane Tech Park,1.39,purple,2.29,yes,yes,True,Indiranagar,2.29,0-3km,77,Baiyyappanahalli Junction,2.66,26.1,51,85,43,12.9678074,77.6568367,9.32,Jeevan Bhimanagar,Karnataka,2,2022-06-06,2022-06-16,high,Jeevan Bhima Nagar,place/quarter,Jeevan Bima Nagar,2022,2022-04-13
"Jeevanhalli, Cox Town",Bangalore,east,operational,Halasuru,yes,RMZ Infinity Old Madras Road,3.98,purple,2.13,yes,yes,True,Halasuru,2.13,3-6km,65,Bengaluru East,0.87,24.18,48,47,23,12.9954832,77.6239259,6.07,Cox Town,Karnataka,1,2022-06-11,2022-06-11,high,Cox Town,place/quarter,Jeevanhalli Cox Town,2022,2022-04-13
Jnana Ganga Nagar,Bangalore,west,none,Jnanabharathi,yes,Global Village Tech Park,4.86,purple,3.96,no,no,True,Jnanabharathi,3.96,3-6km,3,Jnanabharati,3.89,35.39,17,13,5,12.961339,77.4873325,9.26,Ullal,Karnataka,1,2022-07-07,2022-07-07,low,Regional Transport Office - Jnanabharati,office/government,Jnana Ganga Nagar,2022,2022-04-13
Jogupalya,Bangalore,east,operational,Halasuru,yes,Embassy Golf Links,3.21,purple,0.25,yes,yes,True,Halasuru,0.25,3-6km,86,Sir M Visvesvaraya Terminal,3.12,26.19,78,99,32,12.9746882,77.628026,6.15,Jogpalya,Karnataka,1,2022-06-08,2022-06-08,high,Jogupalya,place/neighbourhood,Jogupalya,2022,2022-04-13
"Jp Nagar Phase 1, J P Nagar",Bangalore,south,operational,Banashankari,yes,IBC Knowledge Park,3.36,green,0.77,yes,yes,True,Banashankari,0.77,3-6km,37,Krishnadevaraya Halt,6.76,34.59,76,99,27,12.9119148,77.5798871,7.26,Shakambarinagara,Karnataka,3,2022-04-27,2022-05-18,high,JP Nagar 1st Phase,place/quarter,Jp Nagar Phase 1 J P Nagar,2022,2022-04-13
"Jp Nagar Phase 2, J P Nagar",Bangalore,south,operational,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,2.66,green,1.56,yes,yes,True,Ragigudda,0.63,0-3km,48,Krishnadevaraya Halt,7.58,34.15,83,115,45,12.9118413,77.5905671,7.51,Marenahalli South,Karnataka,1,2022-06-23,2022-06-23,high,JP Nagar 2nd Phase,place/quarter,Jp Nagar Phase 2 J P Nagar,2022,2022-04-13
"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",Bangalore,south,operational,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,2.48,green,2.25,yes,yes,True,Jayadeva Hospital,0.68,0-3km,55,Krantivira Sangolli Rayanna (Bengaluru),8.08,33.97,81,104,43,12.9109539,77.5978198,7.86,,Karnataka,5,2022-04-28,2022-06-24,medium,J.P Nagar,boundary/administrative,J P Nagar,2022,2022-04-13
"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",Bangalore,south,operational,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,2.48,green,2.25,yes,yes,True,Jayadeva Hospital,0.68,0-3km,55,Krantivira Sangolli Rayanna (Bengaluru),8.08,33.97,81,104,43,12.9109539,77.5978198,7.86,,Karnataka,2,2022-05-14,2022-05-23,medium,J.P Nagar,boundary/administrative,J P Nagar,2022,2022-04-13
"Jp Nagar Phase 7, J P Nagar",Bangalore,south,operational,Rashtreeya Vidyalaya Road,yes,IBC Knowledge Park,2.48,green,2.25,yes,yes,True,Jayadeva Hospital,0.68,0-3km,55,Krantivira Sangolli Rayanna (Bengaluru),8.08,33.97,81,104,43,12.9109539,77.5978198,7.86,,Karnataka,11,2022-04-29,2022-07-08,medium,J.P Nagar,boundary/administrative,J P Nagar,2022,2022-04-13
"Jyothi Nagar, Dooravani Nagar",Bangalore,west,operational,Attiguppe,yes,Global Village Tech Park,5.01,purple,1.31,yes,yes,True,Attiguppe,1.31,3-6km,8,Krishnadevaraya Halt,1.85,33.18,33,74,12,12.9593821,77.5217937,5.7,Attigupe,Karnataka,1,2022-07-04,2022-07-04,medium,Jyothi Nagara,highway/bus_stop,Jyothi Nagar,2022,2022-04-13
K R Puram,Bangalore,east,under_construction,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,4.11,purple,5.08,yes,no,False,Singayyanapalya,1.27,3-6km,33,Krishnarajapuram,2.35,21.16,38,61,9,13.007516,77.695935,13.93,K.R Pura,Karnataka,19,2022-05-05,2022-07-07,high,KR Puram,place/suburb,K R Puram,2022,2022-04-13
Kacharakanahalli,Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,2.42,purple,4.14,no,no,True,Baiyappanahalli,4.14,0-3km,22,Banaswadi,1.78,21.2,47,65,20,13.0215678,77.6309556,8.16,Kacharakanahalli,Karnataka,1,2022-05-10,2022-05-10,high,Kacharakanahalli,place/neighbourhood,Kacharakanahalli,2022,2022-04-13
Kachohalli,Bangalore,west,none,Nagasandra,no,Peenya Industrial Area,6.56,green,6.28,no,no,True,Chikkabidarakallu,6.16,6km+,0,Jnanabharati,8.45,33.74,7,1,3,12.9997576,77.4699806,11.27,,Karnataka,1,2022-05-31,2022-05-31,high,Kachohalli,place/village,Kachohalli,2022,2022-04-13
Kadabagere,Bangalore,west,none,Nagasandra,no,Peenya Industrial Area,10.15,green,9.21,no,no,True,Madavara,7.98,6km+,0,Kengeri,10.37,37.05,0,0,1,12.9968992,77.4332254,15.13,Kadabageri,Karnataka,1,2022-05-31,2022-05-31,medium,Kadabagere,highway/bus_stop,Kadabagere,2022,2022-04-13
Kadugodi,Bangalore,east,under_construction,Baiyappanahalli,yes,ITPL Whitefield,2.96,purple,11.8,yes,no,False,Whitefield (Kadugodi),0.45,0-3km,18,Whitefield,0.25,22.91,17,7,4,12.9985767,77.7609716,20.69,,Karnataka,2,2022-05-05,2022-06-08,high,Kadugodi,place/suburb,Kadugodi,2022,2022-04-13
Kadugodi Pattalamma Layout,Bangalore,east,under_construction,Baiyappanahalli,yes,ITPL Whitefield,1.97,purple,11.24,yes,no,False,Hopefarm Channasandra,0.36,0-3km,31,Whitefield,1.41,24.26,26,14,8,12.9848621,77.7559192,20.02,Kadugodi,Karnataka,1,2022-05-08,2022-05-08,high,Maithri Layout,place/neighbourhood,Kadugodi Pattalamma Layout,2022,2022-04-13
"Kadugondanahalli, Kadugondanahalli",Bangalore,north,none,Swami Vivekananda Road,yes,Manyata Tech Park,2.3,purple,4.62,no,no,True,Swami Vivekananda Road,4.62,0-3km,25,Banaswadi,1.8,21.7,35,48,19,13.0207029,77.6215464,7.32,K.G.Halli,Karnataka,1,2022-05-23,2022-05-23,high,Kadugondanahalli,place/quarter,Kadugondanahalli Kadugondanahalli,2022,2022-04-13
"Kaggadasapura, Indira nagar",Bangalore,east,operational,Indiranagar,yes,Bagmane Tech Park,2.54,purple,0.59,yes,yes,True,Indiranagar,0.59,0-3km,81,Baiyyappanahalli Junction,2.34,25.94,88,124,40,12.9732913,77.6404672,7.5,,Karnataka,8,2022-05-05,2022-07-06,high,Indiranagar,place/suburb,Indira nagar,2022,2022-04-13
"Kalasipalyam, Kalasipalyam",Bangalore,west,operational,Krishna Rajendra Market,yes,IBC Knowledge Park,3.95,green,0.38,yes,yes,True,Krishna Rajendra Market,0.38,3-6km,64,Krantivira Sangolli Rayanna (Bengaluru),2.36,30.09,81,117,18,12.958189,77.5768148,2.14,D.V Gundappa Ward,Karnataka,1,2022-06-20,2022-06-20,high,Kalasipalyam,place/quarter,Kalasipalyam Kalasipalyam,2022,2022-04-13
Kalkere,Bangalore,east,none,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,4.79,purple,5.45,no,no,True,Krishnarajapura,3.93,3-6km,3,Channasandra,2.84,18.41,25,14,9,13.0350897,77.6738079,12.86,Kalkere,Karnataka,1,2022-06-10,2022-06-10,high,Kalkere,place/neighbourhood,Kalkere,2022,2022-04-13
Kalyan Nagar,Bangalore,north,none,Baiyappanahalli,yes,Manyata Tech Park,2.94,purple,3.72,no,no,True,Baiyappanahalli,3.72,0-3km,27,Banaswadi,2.24,20.77,56,80,28,13.0221416,77.6403368,9.03,Kalyanagar,Karnataka,1,2022-04-29,2022-04-29,high,Kalyan Nagar,place/suburb,Kalyan Nagar,2022,2022-04-13
Kamala Nagar,Bangalore,west,operational,Rajajinagar,yes,Peenya Industrial Area,4.6,green,2.09,yes,yes,True,Rajajinagar,2.09,3-6km,7,Malleswaram,3.56,29.38,34,43,10,12.9959683,77.5309876,4.87,Shankar Mutt,Karnataka,3,2022-05-10,2022-05-19,medium,Kamala Nagar Market,highway/bus_stop,Kamala Nagar,2022,2022-04-13
"Kammagondahalli, Jalahalli",Bangalore,north,operational,Goraguntepalya,yes,Peenya Industrial Area,3.49,green,2.17,yes,yes,True,Goraguntepalya,2.17,3-6km,4,Lottegollahalli,1.63,23.97,28,10,10,13.0464531,77.5483803,8.14,Bengaluru,Karnataka,1,2022-06-24,2022-06-24,high,Jalahalli,place/suburb,Jalahalli,2022,2022-04-13
Kammanahalli,Bangalore,north,none,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,3.36,purple,3.09,no,no,True,Baiyappanahalli,3.09,3-6km,30,Banaswadi,1.48,21.61,47,74,29,13.0148544,77.6382029,8.4,HRBR Layout,Karnataka,3,2022-05-19,2022-06-04,high,Kammanahalli,place/suburb,Kammanahalli,2022,2022-04-13
Kanakapura Road,Bangalore,south,operational,South End Circle,yes,IBC Knowledge Park,2.96,green,0.53,yes,yes,True,South End Circle,0.53,0-3km,43,Krishnadevaraya Halt,4.58,32.25,90,153,27,12.9370753,77.5753487,4.43,Yediyuru,Karnataka,8,2022-06-02,2022-07-07,low,Kanakapura Road,highway/primary,Kanakapura Road,2022,2022-04-13
Kannur,Bangalore,north,none,Baiyappanahalli,no,Manyata Tech Park,6.66,purple,11.29,no,no,True,Krishnarajapura,10.59,6km+,0,Yelahanka Junction,6.86,13.0,13,1,2,13.0923253,77.6538971,15.66,,Karnataka,1,2022-05-23,2022-05-23,high,Kannuru,place/village,Kannur,2022,2022-04-13
Karihobanahalli,Bangalore,west,none,Nagasandra,yes,Peenya Industrial Area,3.61,green,2.94,no,no,True,Manjunathanagara,2.91,3-6km,0,Chikka Banavara,5.89,30.56,7,4,1,13.0250536,77.4865981,10.64,Dodda Bidarakallu,Karnataka,1,2022-06-07,2022-06-07,medium,Kari Obanahalli,highway/bus_stop,Karihobanahalli,2022,2022-04-13
Kasturi Nagar,Bangalore,east,operational,Baiyappanahalli,yes,RMZ Infinity Old Madras Road,1.17,purple,1.75,yes,yes,True,Benniganahalli,1.25,0-3km,21,Channasandra,0.86,22.04,30,62,27,13.0044979,77.6603231,10.13,Kasturi Nagar,Karnataka,1,2022-05-23,2022-05-23,high,Kasturi Nagar,place/quarter,Kasturi Nagar,2022,2022-04-13
"Kattigenahalli, Bellary Road",Bangalore,north,none,Yeshwantpur,no,Karle Town Centre,8.32,green,13.37,no,no,True,Yeshwantpur,13.37,6km+,3,Yelahanka Junction,3.97,12.41,20,20,3,13.1177735,77.6261222,16.77,,Karnataka,4,2022-05-22,2022-07-04,high,Kattigenahalli,place/village,Kattigenahalli,2022,2022-04-13
Kempapura Agrahara,Bangalore,west,operational,Magadi Road,no,IBC Knowledge Park,6.6,purple,0.56,yes,yes,True,Magadi Road,0.56,6km+,24,Krantivira Sangolli Rayanna (Bengaluru),1.75,30.07,46,113,19,12.9706228,77.5553763,1.85,Sangolli Rayanna Ward,Karnataka,1,2022-05-23,2022-05-23,high,Kempapura Agrahara,place/suburb,Kempapura Agrahara,2022,2022-04-13
Kengeri,Bangalore,west,operational,Kengeri Bus Terminal,yes,Global Village Tech Park,1.77,purple,1.0,yes,yes,True,Kengeri Bus Terminal,1.0,0-3km,3,Kengeri,0.59,38.86,23,12,2,12.9229728,77.4842926,11.16,,Karnataka,4,2022-05-07,2022-06-26,high,Kengeri,place/suburb,Kengeri,2022,2022-04-13
Kengeri Hobli,Bangalore,west,none,Kengeri,no,Global Village Tech Park,6.73,purple,4.34,no,no,True,Challaghatta,3.46,6km+,1,Kengeri,4.94,42.47,7,0,0,12.9188323,77.4381532,15.8,Nadaprabhu Kempegowda Layout,Karnataka,2,2022-05-14,2022-06-15,low,IIHS Kengeri Experimental Building,building/college,Kengeri Hobli,2022,2022-04-13
Kengeri Main Road,Bangalore,west,none,Vijayanagar,yes,Peenya Industrial Area,5.31,purple,3.32,no,no,True,Vijayanagar,3.32,3-6km,4,Krishnadevaraya Halt,4.43,31.37,18,20,2,12.9880251,77.5122685,6.52,Kottegepalya,Karnataka,1,2022-06-23,2022-06-23,low,Kengeri Main Road,highway/primary,Kengeri Main Road,2022,2022-04-13
Kengeri Satellite Town,Bangalore,west,operational,Kengeri Bus Terminal,yes,Global Village Tech Park,1.72,purple,1.07,yes,yes,True,Kengeri Bus Terminal,1.07,0-3km,3,Kengeri,0.71,38.73,24,12,3,12.9239162,77.4850018,11.04,Kengeri,Karnataka,1,2022-06-04,2022-06-04,medium,Kengeri Satellite Town,highway/bus_stop,Kengeri Satellite Town,2022,2022-04-13
Kengeri Upanagara,Bangalore,west,operational,Kengeri,yes,Global Village Tech Park,2.54,purple,1.32,yes,yes,True,Kengeri,1.32,0-3km,2,Kengeri,0.79,39.64,11,8,2,12.9198409,77.4767902,12.04,Kengal Hanumanthaiah West,Karnataka,1,2022-05-16,2022-05-16,medium,Kengeri Bande Mata,highway/bus_stop,Kengeri Upanagara,2022,2022-04-13
